transaction_id,is_fraud_true,amount_zscore,transactions_last_1h,transactions_last_24h,avg_amount_30d,distinct_countries_30d,geo_mismatch,night_transaction,velocity_score,device_seen_before,shared_card_fingerprint,ip_reputation_score
ch_c8da8d5cc6404531,False,-0.956,0,0,90.97,1,False,False,0.0,False,False,0.037
ch_df92d492e5804184,False,-1.002,0,0,583.63,1,False,False,0.0,False,False,0.053
ch_94cbfc4c298e456c,True,0.724,0,0,81.01,1,False,False,0.0,False,False,0.051
ch_47379b3cd94d4469,True,-1.14,0,0,85.92,2,True,False,0.0,False,False,0.252
ch_9a807e5ff80d48ce,False,0.169,0,0,148.7,1,False,False,0.0,False,False,0.055
ch_b752b76d83114c82,True,-1.379,0,0,100.87,1,False,False,0.0,True,False,0.655
ch_ad9b6d012a224a7d,False,0.049,0,0,84.36,1,False,False,0.0,False,False,0.119
ch_cb10c6d8af8d4a02,False,1.053,0,0,43273.67,1,False,False,0.0,False,False,0.06
ch_833fee85294d4126,False,0.195,0,0,7777.9,1,False,False,0.0,False,False,0.045
ch_4a2f65ef620840ef,False,-1.113,0,0,342.78,2,True,False,0.0,False,False,0.09
ch_9dde3181c1f6429f,False,-1.262,0,0,70.0,1,False,False,0.0,True,False,0.014
ch_dde8733cefc64280,False,-1.375,0,0,47600.9,1,False,False,0.0,True,False,0.153
ch_a353ccd42f0b4eaf,False,0.142,0,0,8833.36,1,False,False,0.0,False,False,0.064
ch_67d9a478784e4ba2,False,-0.28,0,0,154.91,1,False,False,0.0,False,False,0.092
ch_56ab01694ef64094,False,1.861,0,0,119.26,1,False,False,0.0,False,False,0.284
ch_f1929ca08105492a,False,-1.558,0,0,107.97,1,False,False,0.0,False,False,0.092
ch_7c44cd1f5a2a43cd,False,1.06,0,0,53344.09,1,False,True,0.0,False,False,0.16
ch_95158f89b055441b,False,-0.441,0,0,70.47,1,False,False,0.0,False,False,0.332
ch_eefee0d0bbb14f45,False,-1.359,0,0,59.99,1,False,False,0.0,False,False,0.078
ch_8d4547a9bf8b4692,False,0.167,0,0,46821.67,1,False,False,0.0,False,False,0.025
ch_c9f9fba1c88e4852,False,-1.14,0,0,90.19,1,False,False,0.0,False,False,0.04
ch_055a7b23c6884faa,False,0.508,0,0,90.5,1,False,False,0.0,True,False,0.093
ch_cbe58dd44ee34048,False,-1.073,0,0,105.03,1,False,False,0.0,False,False,0.246
ch_d95d32ecbe6a46f5,False,-1.137,0,0,66.91,1,False,False,0.0,False,False,0.11
ch_409374a305574456,False,-0.841,0,0,110.0,1,False,False,0.0,False,False,0.005
ch_92c1d891e9ca4332,False,-0.172,0,0,76.17,1,False,False,0.0,False,False,0.166
ch_f985de1b70b649cf,False,0.268,0,0,92.33,1,False,False,0.0,False,False,0.016
ch_49bb3f8b713b4a31,False,-0.819,0,0,65.3,1,False,False,0.0,False,False,0.041
ch_f37e96014a924751,False,0.049,0,0,93.81,1,False,False,0.0,False,False,0.12
ch_f10af38caf464d58,True,1.463,0,0,165.41,1,False,False,0.0,False,False,0.858
ch_3aa399080bc5427b,False,-0.773,0,0,79.92,1,False,False,0.0,False,False,0.049
ch_92ab0f017ea8425a,False,0.088,0,0,112.32,1,False,False,0.0,False,False,0.181
ch_5e2dfbbae87a4143,False,-1.292,0,0,108.82,1,False,False,0.0,False,False,0.081
ch_0a034ca39aeb4398,False,-0.45,0,0,68.17,1,False,False,0.0,False,False,0.206
ch_2b99141273f84b9d,True,0.577,0,0,50065.17,1,False,False,0.0,False,False,0.604
ch_16fc3d57db324d22,False,-0.172,0,0,105.52,1,False,False,0.0,False,False,0.276
ch_0961071351154df1,False,-1.266,0,0,119.74,1,False,True,0.0,False,False,0.036
ch_740eea4110c749c5,False,-0.216,0,0,57.49,1,False,False,0.0,False,False,0.401
ch_24ae0eac4ed94eeb,False,-0.705,0,0,80.07,1,False,False,0.0,False,False,0.177
ch_d7e306fab968410a,False,0.167,0,0,35219.61,1,False,False,0.0,False,False,0.056
ch_efb9442dfa8b4290,False,0.596,0,0,86.39,1,False,False,0.0,False,False,0.163
ch_ca6ed2bbcd7c4714,False,-0.216,0,0,72.61,1,False,False,0.0,True,False,0.106
ch_8e8e6f2e49734809,False,-0.717,0,0,104.19,1,False,True,0.0,True,False,0.127
ch_8c1abdf770b04957,False,3.675,0,0,7937.23,1,False,False,0.0,False,False,0.257
ch_59dfedb000574b9e,False,-0.057,0,0,87.98,1,False,True,0.0,False,False,0.052
ch_92ea0ad94886440a,False,0.215,0,0,37059.06,1,False,False,0.0,False,False,0.023
ch_012857ed9bd548a1,False,0.294,0,0,82.67,1,False,False,0.0,False,False,0.355
ch_4fbdcbe481374ccd,False,1.456,0,0,126.6,1,False,True,0.0,False,False,0.047
ch_1bcb65b93ee640c7,False,-0.376,0,0,75.48,1,False,False,0.0,False,False,0.017
ch_7e9bccd17ff946c1,False,1.702,0,0,543.91,1,False,False,0.0,False,False,0.052
ch_2700de40352a4fe8,False,1.656,0,0,111.76,1,False,False,0.0,True,False,0.376
ch_954378cc8d6a461c,False,0.464,0,0,423.06,1,False,False,0.0,False,False,0.238
ch_bdcd0719b8924fca,False,-0.745,0,0,108.03,2,True,True,0.0,True,False,0.14
ch_f57b01d837f8485a,True,0.309,0,0,99.36,1,False,False,0.0,False,False,0.014
ch_987ff6614b5b4920,False,-0.389,0,0,64.5,1,False,False,0.0,True,False,0.194
ch_8aff58dfc07142c3,False,0.988,0,0,65.53,1,False,False,0.0,False,False,0.23
ch_2c05bd81595f4f91,False,-1.113,0,0,422.17,1,False,True,0.0,False,False,0.104
ch_150ccc040039425b,False,-1.366,0,0,69.14,1,False,False,0.0,False,False,0.147
ch_e695e08c2b214f21,False,-0.336,0,0,113.91,1,False,False,0.0,True,False,0.753
ch_b6cb65fbf7414b89,False,-0.345,0,0,96.06,1,False,False,0.0,False,False,0.243
ch_cd179835945948bc,False,0.22,0,0,34499.24,1,False,False,0.0,False,False,0.142
ch_2cd279344b3f4277,False,0.405,0,0,109.62,1,False,False,0.0,True,False,0.328
ch_5bf07d86d3b44ddd,False,-0.264,0,0,145.56,1,False,False,0.0,False,False,0.192
ch_d7fd97d4db444f87,False,1.697,0,0,101.53,1,False,False,0.0,False,False,0.172
ch_84596c6157ed4cd6,False,0.759,0,0,98.66,1,False,False,0.0,False,False,0.189
ch_4637eda5f7854d0a,False,0.378,0,0,66.68,1,False,False,0.0,False,False,0.059
ch_b16dd6f48faf4822,False,1.463,0,0,160.08,1,False,False,0.0,True,False,0.155
ch_69ee309d67ab4f01,False,0.082,0,0,49898.95,1,False,False,0.0,False,False,0.019
ch_9594ae469a404b80,False,-0.549,0,0,121.35,1,False,True,0.0,True,False,0.034
ch_dd5b51ac7d334729,False,1.656,0,0,147.45,1,False,True,0.0,False,False,0.194
ch_0c2fe234ac20419c,False,0.724,0,0,121.76,1,False,False,0.0,False,False,0.166
ch_c3f2056d2c514530,False,0.378,0,0,72.74,1,False,True,0.0,False,False,0.118
ch_03819440c2b1411c,False,0.374,0,0,102.1,1,False,False,0.0,True,False,0.15
ch_c5b99dd217de4625,False,0.777,0,0,105.89,1,False,False,0.0,False,False,0.057
ch_0ecc2e2988724913,False,0.155,0,0,10838.45,1,False,False,0.0,False,False,0.137
ch_e5b838bfd9b24d3d,False,-0.285,0,0,8726.45,1,False,False,0.0,False,False,0.188
ch_60bcfd25869d4aea,False,-0.802,0,0,11064.8,1,False,False,0.0,False,False,0.741
ch_4599c0ffaf82431b,False,-0.503,0,0,107.47,1,False,False,0.0,True,False,0.205
ch_342ae09dac994029,False,-1.073,0,0,103.17,1,False,False,0.0,False,True,0.092
ch_7f2516aa3bdc46e0,True,-0.975,0,0,71.96,1,False,True,0.0,False,False,0.082
ch_1d45be4b93be4188,False,0.73,0,0,160.53,1,False,False,0.0,False,False,0.034
ch_5152bf1ab39347df,False,-1.002,0,0,575.67,1,False,False,0.0,False,False,0.248
ch_d863587458a44f2e,False,-0.197,0,0,135.74,1,False,False,0.0,True,False,0.398
ch_e346295ef870434c,False,0.577,1,1,49834.79,1,False,False,0.2,False,False,0.082
ch_b68131d486844aff,False,-0.705,0,0,58336.48,1,False,False,0.0,False,False,0.246
ch_391759aab6b44623,True,1.06,0,0,40768.41,1,False,True,0.0,False,False,0.062
ch_d9f1e4c4ec6e41ca,False,1.053,0,0,57640.13,1,False,False,0.0,True,False,0.212
ch_6fa4389bdd7446e6,True,-0.057,0,0,84.95,2,True,False,0.0,False,False,0.274
ch_73cab1a2f5f04f58,False,0.502,0,0,108.8,1,False,False,0.0,False,False,0.083
ch_22adf569a46e40de,False,0.372,0,0,65.47,1,False,False,0.0,False,False,0.262
ch_a69809d9ab3e417f,True,0.265,0,0,11355.18,2,True,False,0.0,False,False,0.072
ch_ae69a00df2b94769,False,0.27,0,0,82.21,1,False,False,0.0,False,False,0.156
ch_5d9efdb63c414904,True,-0.172,0,0,103.31,1,False,False,0.0,True,False,0.701
ch_917b17d5c2ee4e5e,False,-0.183,0,0,97.71,1,False,False,0.0,True,False,0.078
ch_2dc8bf4d9a2644a7,False,0.777,0,1,147.16,2,True,False,0.0,False,False,0.304
ch_ee5e0f1ba1ca4e60,False,-0.705,0,0,41075.07,1,False,False,0.0,False,False,0.025
ch_9141447da51d4387,False,-0.568,0,0,57606.48,1,False,False,0.0,False,False,0.228
ch_f1e6f8555e564110,True,0.355,0,0,75.35,2,True,False,0.0,False,False,0.203
ch_46702ac16ece4eb0,False,-0.389,0,0,78.52,1,False,False,0.0,True,True,0.117
ch_526ab17c594b49ab,True,0.378,0,0,98.09,2,True,False,0.0,False,False,0.045
ch_7ac214165682462c,False,-1.127,0,0,129.24,1,False,False,0.0,True,False,0.062
ch_8921a6648fe34a56,False,0.577,0,0,43296.11,1,False,False,0.0,False,False,0.139
ch_73f152aa38514fa8,False,-0.623,0,0,151.31,1,False,False,0.0,False,False,0.078
ch_5f114031dd6a4a3f,False,-1.155,0,0,428.54,1,False,True,0.0,False,False,0.271
ch_3c037a9f15ed45ac,True,1.264,0,0,108.33,1,False,True,0.0,False,False,0.139
ch_41780a1b7fac4ae2,False,1.103,0,0,114.59,1,False,False,0.0,False,False,0.017
ch_298b97f53ba74af7,False,-0.159,0,0,76.95,1,False,False,0.0,True,False,0.345
ch_5a8448624c144a2b,False,-0.841,0,1,79.53,1,False,False,0.0,False,False,0.139
ch_604d8fa3af0f4c4a,True,1.06,0,0,55122.59,1,False,False,0.0,True,False,0.199
ch_c588f15c60894245,False,0.372,0,1,67.51,1,False,False,0.0,True,False,0.017
ch_f9f75297f51c4ac6,False,0.071,0,0,76.4,1,False,False,0.0,True,False,0.034
ch_6df6fd8812d7416e,False,-0.503,0,0,160.11,1,False,False,0.0,False,False,0.006
ch_69ae851a9fc24952,False,0.201,0,0,97.26,2,True,False,0.0,False,False,0.157
ch_2d5522e8cac64216,True,-0.441,0,0,11507.86,2,True,True,0.0,False,False,0.149
ch_f8120b59b1094abf,False,-0.172,0,0,59.83,1,False,False,0.0,True,False,0.061
ch_5618cd7ae9f8400c,False,0.777,0,0,98.0,1,False,False,0.0,True,False,0.156
ch_62029cfced6b467f,False,-0.956,0,0,61.69,1,False,False,0.0,False,False,0.006
ch_0682a3c5cac949ec,False,0.215,0,0,33002.64,1,False,False,0.0,False,False,0.17
ch_dfa40f9fadfc4280,False,1.315,0,0,113.26,1,False,False,0.0,False,False,0.071
ch_e24aeb834e9148d9,False,0.167,0,0,49895.65,1,False,False,0.0,False,False,0.08
ch_80a3a4938b6c4e47,False,0.268,0,0,91.95,1,False,False,0.0,True,False,0.022
ch_56facb1617064f23,False,-0.241,0,0,76.23,1,False,False,0.0,False,False,0.046
ch_919619467c4549e1,False,0.902,0,0,113.62,1,False,False,0.0,False,False,0.162
ch_0a8d0a26bbc04bd1,False,-0.177,0,0,93.55,1,False,False,0.0,True,False,0.179
ch_085d1612b7e14071,False,0.962,0,0,42756.2,1,False,False,0.0,False,False,0.15
ch_22b018fc34c9401d,True,0.389,0,0,88.27,2,True,False,0.0,False,False,0.052
ch_fadf5b9a739d4670,False,0.088,0,0,128.63,1,False,False,0.0,False,False,0.721
ch_f92dbffa249a43e5,False,0.902,0,0,147.4,2,True,False,0.0,True,False,0.963
ch_093155864cd540a0,False,1.456,0,0,169.89,1,False,False,0.0,True,False,0.132
ch_d5ad1fef4bec4c3f,False,-1.113,0,0,420.47,1,False,False,0.0,False,False,0.02
ch_57fff8d5b2a249e7,False,0.372,0,0,84.86,1,False,False,0.0,False,False,0.159
ch_ad2535be889141b4,False,-1.073,0,0,73.7,1,False,False,0.0,False,False,0.076
ch_53b8170721574044,True,-1.113,0,0,562.36,2,True,True,0.0,False,False,0.071
ch_23102279cc6d4e52,False,0.238,0,0,82.15,1,False,False,0.0,False,False,0.249
ch_2ee219dd222a495f,False,0.265,0,0,9644.97,1,False,False,0.0,False,False,0.063
ch_5df0226243f945ce,False,-0.322,0,0,77.25,1,False,False,0.0,False,False,0.217
ch_687ded12706c4b20,False,-0.057,0,0,71.32,1,False,False,0.0,True,True,0.199
ch_c6d3cfd19f8342e9,False,-0.363,0,0,84.95,1,False,False,0.0,True,False,0.082
ch_b009a8fe19e64d9a,False,0.464,0,0,529.81,1,False,False,0.0,False,False,0.159
ch_c74b82533dd94c7c,False,-1.289,0,0,120.96,1,False,False,0.0,False,False,0.056
ch_cb1e7c819d53451c,False,1.419,0,0,34590.79,1,False,False,0.0,False,False,0.171
ch_627fa6b2019a45f9,False,-1.366,0,0,79.79,1,False,False,0.0,True,False,0.046
ch_7e208276cd1c45f1,False,1.446,0,0,10632.74,1,False,False,0.0,False,False,0.074
ch_2c19395764c44b65,False,0.294,0,0,61.49,1,False,False,0.0,True,False,0.138
ch_77af7b6db28e4240,False,0.438,0,0,7796.8,1,False,False,0.0,True,False,0.22
ch_1c3fe96e9d524e21,False,1.478,0,0,61.15,1,False,False,0.0,False,False,0.032
ch_c841f9ddb21f41f1,False,-0.549,0,0,78.1,1,False,True,0.0,False,False,0.243
ch_d58bd21b5eb341b0,False,0.596,0,0,70.86,2,True,False,0.0,True,False,0.084
ch_e8166b481e5d42b0,False,-0.334,0,0,96.73,1,False,False,0.0,True,False,0.121
ch_8a096dacee86408c,False,-0.191,0,0,89.96,1,False,False,0.0,False,False,0.092
ch_0fc60c15371d4495,False,-0.516,0,0,91.04,1,False,False,0.0,False,False,0.081
ch_15145d1b76ce4d7b,False,0.577,0,0,48387.71,1,False,False,0.0,True,False,0.183
ch_df0d0c3f86b14852,False,1.46,1,1,75.78,1,False,False,0.2,False,False,0.129
ch_aa0228a26b8b4a5c,False,0.998,0,0,76.38,1,False,False,0.0,False,False,0.267
ch_4f4115026a764337,False,1.515,0,0,38287.31,2,True,False,0.0,True,False,0.146
ch_6e38753e8811429d,False,0.61,0,0,166.51,1,False,False,0.0,False,False,0.3
ch_e29e35e2ca894096,False,-1.113,0,0,566.59,1,False,False,0.0,False,False,0.061
ch_172f406a8e8e4f5a,False,-1.054,0,0,125.96,1,False,False,0.0,False,False,0.17
ch_f4d2e032d3a6447d,False,0.167,0,0,32371.42,1,False,False,0.0,False,False,0.126
ch_13e509e943ed475f,False,-0.38,0,0,33103.58,1,False,False,0.0,False,False,0.08
ch_3a3e2f34d40a4ba4,False,-1.073,0,0,98.12,1,False,False,0.0,True,True,0.166
ch_68248bc334e24008,True,3.58,0,0,153.84,1,False,False,0.0,False,False,0.323
ch_9b74ab8d7851402c,False,1.06,0,0,53302.16,1,False,True,0.0,True,False,0.093
ch_ba005965f9144247,True,1.264,0,0,97.2,1,False,False,0.0,False,False,0.215
ch_8c12f80bdcb14396,False,0.265,0,0,7387.95,1,False,False,0.0,False,False,0.121
ch_aff6aa3537944b86,True,0.724,0,0,79.34,1,False,True,0.0,False,False,0.207
ch_56172785b52244b6,False,-0.845,0,0,159.36,1,False,False,0.0,False,False,0.147
ch_eab858d359164d03,False,-0.056,0,0,76.54,1,False,False,0.0,False,False,0.058
ch_d15d4b46525b429e,False,1.0,0,0,87.68,1,False,False,0.0,True,False,0.248
ch_ea2cdb69ddf54e02,False,0.548,0,0,71.84,1,False,False,0.0,False,False,0.051
ch_d9f9a1d46b564525,False,1.656,0,0,148.59,1,False,False,0.0,False,False,0.151
ch_14c5ad868cad45af,False,-0.172,0,0,81.76,1,False,False,0.0,True,False,0.162
ch_e44bcb6f269745c5,False,0.5,0,0,376.32,1,False,False,0.0,False,False,0.168
ch_9ac7c69ede774d7b,False,0.187,0,0,78.06,1,False,False,0.0,True,False,0.089
ch_d8563f3266434e25,True,-0.275,0,0,53440.79,1,False,False,0.0,False,False,0.122
ch_202d443ac28047f0,False,0.699,0,0,326.8,1,False,False,0.0,False,False,0.106
ch_4039684011c042db,False,-0.343,0,0,39395.14,1,False,False,0.0,True,False,0.144
ch_c8ef422ca1d6441b,False,-0.172,0,0,63.42,1,False,False,0.0,False,False,0.342
ch_231a3fb32a4b416a,False,0.14,0,0,513.51,2,True,False,0.0,True,False,0.032
ch_5704abac059741e1,False,-1.594,0,0,95.87,2,True,False,0.0,False,False,0.143
ch_d138bd290e164838,False,-0.172,0,0,92.84,1,False,False,0.0,True,False,0.274
ch_519b09a1df184f2f,False,-1.359,0,0,85.18,1,False,False,0.0,False,False,0.264
ch_2cbe59ef08e94739,False,-0.177,0,0,91.22,1,False,False,0.0,True,False,0.035
ch_9f0316cb3ce34b2a,False,1.227,0,0,179.98,1,False,False,0.0,True,False,0.166
ch_15db332141fd4ca6,False,0.167,0,0,41554.53,1,False,False,0.0,True,False,0.007
ch_480b876b7e904b26,False,0.902,0,0,145.47,1,False,False,0.0,False,False,0.137
ch_424edd9323094499,False,0.73,0,0,139.91,2,True,False,0.0,True,False,0.103
ch_691a0037bb48441f,True,-0.094,0,0,113.65,2,True,True,0.0,True,False,0.711
ch_7ea2b41919a04a3c,False,0.142,0,0,9473.54,1,False,False,0.0,True,False,0.004
ch_479ff8fceef1406b,False,-0.177,0,0,78.85,1,False,False,0.0,True,False,0.157
ch_6026ad2ce3c4407f,False,-1.202,0,0,53.91,1,False,False,0.0,False,False,0.225
ch_7cbf487f4f2548a2,False,1.315,0,0,109.51,1,False,False,0.0,False,False,0.176
ch_d1f7cdc774c0425b,False,0.453,0,0,51839.6,1,False,False,0.0,False,False,0.018
ch_013daba745b44a08,True,0.341,0,0,80.47,2,True,False,0.0,False,False,0.031
ch_82ae807bb19a4b18,False,0.029,0,0,97.87,1,False,False,0.0,True,False,0.038
ch_01140049be754acc,False,-1.113,0,0,566.77,1,False,False,0.0,True,False,0.071
ch_b282979ee2cc4cd5,False,-0.197,0,0,133.6,1,False,False,0.0,False,False,0.019
ch_ad425d6039d8426f,False,-0.441,0,0,12123.74,1,False,False,0.0,False,True,0.069
ch_27ee91783dad4830,False,-0.345,0,0,118.24,1,False,False,0.0,False,False,0.203
ch_d2b6267531474b02,False,-0.42,0,0,110.44,1,False,False,0.0,False,False,0.241
ch_160c9ea980854c5d,False,-0.819,0,0,54.24,1,False,False,0.0,False,False,0.162
ch_6b9af94b3e4d46a7,False,-0.922,0,0,10372.28,1,False,False,0.0,False,False,0.017
ch_0846dbcd54454fbb,True,-1.366,0,0,82.23,1,False,False,0.0,False,False,0.094
ch_db56b182b87544a8,False,-1.113,0,0,319.66,1,False,True,0.0,True,False,0.05
ch_d20271b68e9d4041,False,0.268,0,0,87.89,1,False,False,0.0,True,False,0.615
ch_82546fee62104bec,False,1.076,0,0,105.25,2,True,False,0.0,True,False,0.011
ch_a204738c0a514d72,False,0.06,0,0,72.66,1,False,False,0.0,True,False,0.123
ch_6df24ca02e464778,False,0.903,0,0,71.1,1,False,False,0.0,True,False,0.275
ch_fd62306326d74354,False,0.372,0,0,62.97,1,False,False,0.0,True,False,0.072
ch_822871e5f5c84a9f,False,1.326,0,0,433.88,1,False,False,0.0,False,False,0.014
ch_f4f3220111fe4cf8,False,0.404,0,0,108.04,1,False,False,0.0,False,False,0.024
ch_7bcf21cb3ca54877,False,-0.846,1,1,87.06,1,False,False,0.2,True,False,0.043
ch_d8bb03b132d748ff,False,0.516,2,2,65.27,1,False,False,0.4,True,False,0.694
ch_01d674c6b2354758,False,-0.0,3,3,101.79,1,False,False,0.6,True,False,0.083
ch_4fdb8a45d20e4659,True,3.128,4,4,73.94,1,False,False,0.8,True,False,0.056
ch_d04e32e8ace541ec,True,4.16,5,5,109.23,1,False,False,1.0,True,False,0.843
ch_213f926c8aa24193,False,-0.28,0,0,113.94,1,False,False,0.0,False,False,0.016
ch_8948c3d550e74a05,False,-1.594,0,0,89.65,1,False,False,0.0,True,False,0.747
ch_6d4a5138321449fb,False,1.656,0,0,135.54,1,False,False,0.0,False,False,0.203
ch_e112cf5369434ef7,False,0.61,0,0,164.32,1,False,False,0.0,False,False,0.054
ch_2aca72eebd6445b6,False,-0.177,0,0,67.15,1,False,False,0.0,False,False,0.086
ch_c440612bd1f64e03,False,-1.073,0,0,108.39,2,True,True,0.0,False,False,0.024
ch_afa946304e3e4d55,False,-0.807,0,0,91.65,1,False,False,0.0,True,False,0.084
ch_1472bc1b39ea414a,False,-1.625,0,0,159.52,1,False,False,0.0,False,False,0.007
ch_07f981d6713949a4,False,3.188,0,0,86.04,1,False,False,0.0,False,False,0.092
ch_1bb4902de3574140,False,-0.8,0,0,56098.88,1,False,False,0.0,False,False,0.263
ch_dacb2e9f962f4101,False,1.0,0,1,71.28,1,False,False,0.0,False,False,0.238
ch_9c8d9e36ece54f47,False,2.279,0,0,82.2,1,False,False,0.0,True,False,0.084
ch_72e90c41dbff428d,False,-0.549,0,0,98.45,1,False,True,0.0,True,False,0.071
ch_28141ac1b0ca44f5,False,0.27,0,0,62.87,1,False,False,0.0,True,False,0.025
ch_3e5b67e42a0d4e6b,False,-0.687,0,0,12274.45,1,False,False,0.0,False,False,0.215
ch_317fb934f61e4ede,False,-0.057,0,0,93.88,2,True,False,0.0,False,False,0.031
ch_b59e4c5462c24ede,False,2.865,0,0,40722.44,1,False,False,0.0,False,False,0.012
ch_f700531a1bb84037,False,-0.241,0,0,74.96,1,False,False,0.0,False,False,0.1
ch_a3a9b422cabb4a34,False,-0.591,0,0,76.76,1,False,True,0.0,False,False,0.087
ch_5e5ac2262e15445c,True,-1.113,0,0,521.69,2,True,False,0.0,False,False,0.141
ch_e47d3e2a7a114740,True,0.071,0,0,103.84,2,True,False,0.0,False,False,0.174
ch_b66e2e40e053463c,False,0.378,0,0,70.66,1,False,False,0.0,False,False,0.137
ch_d16b34d21d124c40,False,-1.073,0,0,81.04,1,False,False,0.0,True,False,0.147
ch_5d6a257f5aef4f3b,False,1.06,0,0,39421.58,1,False,True,0.0,True,False,0.129
ch_e7fd94a7f6c04eca,False,-1.26,0,0,101.2,1,False,False,0.0,True,False,0.11
ch_9071c74042924591,False,0.724,0,0,118.98,1,False,True,0.0,False,False,0.074
ch_790c536881044e91,False,-0.882,0,0,10871.98,1,False,False,0.0,False,False,0.022
ch_981f2cb4ed0e49fe,False,1.724,0,0,51302.96,1,False,False,0.0,False,False,0.158
ch_6418ca0e8d8446cc,False,0.372,0,0,75.42,1,False,False,0.0,True,False,0.048
ch_478eea313a004128,True,-0.503,0,0,154.61,2,True,False,0.0,False,False,0.07
ch_c28ad798035e488d,False,1.181,0,0,136.02,1,False,False,0.0,False,False,0.085
ch_11f4fb3aa8df4ea5,False,0.485,0,0,84.66,1,False,False,0.0,False,False,0.016
ch_7cec5cddb4e74208,False,-0.393,0,0,106.83,1,False,False,0.0,False,False,0.807
ch_96d5831f851946db,False,0.46,0,1,108.13,1,False,True,0.0,True,False,0.318
ch_dc469eebf85d4128,False,0.83,0,0,71.87,1,False,False,0.0,False,False,0.978
ch_8493e1c9edf04d60,False,-0.172,0,0,77.21,1,False,False,0.0,True,False,0.03
ch_1320d36c3e664e25,False,0.187,0,0,62.56,2,True,False,0.0,True,False,0.382
ch_3554024ef91344fb,False,-0.134,0,0,138.28,1,False,False,0.0,False,False,0.092
