audit_id,event_type,table_name,record_id,user_id,user_role,ip_address,query_hash,created_at
aud_e90d88acd1614594,LOGIN,,,u_carol,compliance,192.168.13.186,513d09c811484505,2026-04-30T11:35:29Z
aud_85ad726d383c4636,LOGIN,,,u_bob,data_engineer,10.74.81.166,2d02ae6c02214d1e,2026-02-19T20:35:56Z
aud_780a5108f09145cf,SELECT,payment_methods,,u_bob,data_engineer,192.168.97.191,1ca858ebbe28481c,2025-12-07T09:53:12Z
aud_612c96a300774be7,INSERT,transactions,,svc_scoring,service,10.237.70.29,6e5cd51e5dda45f5,2025-12-16T22:46:21Z
aud_93cc55c5df2e413b,SELECT,transactions,,u_dave,admin,10.11.43.147,a42373463d5a4cc3,2025-10-14T11:47:42Z
aud_399535fbbf6f4812,SELECT,transactions,,u_alice,analyst,10.78.10.73,cf1b2ae846a94f00,2026-07-01T09:51:12Z
aud_3642c0998f944567,SELECT,customers,cus_c9a82ad62e82418e,u_eve,readonly,192.168.248.88,b3a669a7506e4a58,2026-07-01T20:22:56Z
aud_53f5486e5f354215,LOGIN,,,u_alice,analyst,172.30.98.111,81e1028aca9949b2,2026-05-17T12:57:49Z
aud_31441cb873484f6b,LOGIN,,,u_alice,analyst,192.168.150.244,d1cda7af89af4c7c,2026-01-23T18:08:06Z
aud_69a54d953dd74854,INSERT,transactions,,u_bob,data_engineer,192.168.200.145,ac755ecc35a44176,2026-03-02T18:26:14Z
aud_80e18fbd11bc4046,SELECT,payment_methods,,u_eve,readonly,10.52.144.80,30355d38d3e54be4,2025-10-29T22:27:35Z
aud_70b0a925a34f4a89,SELECT,merchants,,u_eve,readonly,192.168.221.19,73c8a497109b4e60,2025-09-21T15:57:53Z
aud_acd2c24dbac64ec6,EXPORT,refunds,,u_alice,analyst,172.25.78.6,cba7211a088c40e0,2025-10-06T04:43:54Z
aud_e174b7f43e7e41be,LOGIN_FAILED,,,svc_scoring,service,10.248.226.57,77a4b46ffe394575,2026-02-02T00:14:57Z
aud_85d9ec9b25f34a10,SELECT,payment_methods,,u_dave,admin,192.168.249.206,9963c4629080471d,2026-07-29T10:24:06Z
aud_2bd50a49d3074e9e,SELECT,payment_methods,,u_alice,analyst,10.9.188.241,d35b1145802a4f70,2025-10-12T21:54:16Z
aud_e49113a5f5ba4252,EXPORT,transactions,,u_carol,compliance,172.18.8.71,1e0193b1e33b4dbf,2025-11-21T20:20:16Z
aud_a514d6c92df04b7d,SELECT,transactions,,u_bob,data_engineer,172.29.89.48,27ad9e3ed8284631,2025-10-04T21:38:37Z
aud_93fc217792be4362,INSERT,transactions,,u_dave,admin,172.27.24.177,48e2dd0cca3b41c2,2026-04-24T20:17:47Z
aud_636894faf592401d,INSERT,merchants,,u_alice,analyst,172.16.170.115,be05f1a8d00f4e78,2026-02-26T12:51:49Z
aud_5b6c7043123a43e4,INSERT,transactions,,svc_scoring,service,10.98.104.53,c8fd07123af94c74,2025-12-05T13:49:40Z
aud_044350b4ebbc4627,LOGIN,,,svc_scoring,service,172.23.109.99,905579e68157443c,2026-01-05T11:12:54Z
aud_f01a5042ab7b426e,ERASURE,transactions,,u_eve,readonly,192.168.173.165,5524d4a148cf4b14,2026-01-10T18:01:35Z
aud_9fd10326624f4324,SELECT,customers,cus_944f85f752e146e1,svc_scoring,service,192.168.239.218,5737ce07f68a446c,2026-07-14T16:52:39Z
aud_d58af47816604627,SELECT,transactions,,u_bob,data_engineer,10.199.222.188,7595dce737104d0b,2026-08-15T18:40:34Z
aud_51dab47a01f64f20,EXPORT,payment_methods,,u_eve,readonly,172.27.135.54,d5937602b3d241a3,2026-04-07T23:27:59Z
aud_1fb5af94ca0448de,SELECT,transactions,,u_bob,data_engineer,172.21.47.80,2baf99e6e1254195,2026-05-23T05:34:57Z
aud_7f6ecc333d1f4282,INSERT,transactions,,u_carol,compliance,192.168.44.33,2a1b65ac7a7a4a39,2025-10-24T11:37:01Z
aud_c997892c339d44b2,SELECT,payment_methods,,u_eve,readonly,192.168.88.185,8cf92a39ab0949fe,2025-09-21T16:45:37Z
aud_8426a2c6b42f485c,LOGIN,,,svc_scoring,service,10.251.255.196,f4d2afabfb3d4ebf,2026-03-30T17:47:21Z
aud_31e0e6917622446e,ERASURE,customers,cus_d6e35107036e4526,u_carol,compliance,10.252.201.136,68a65c4db6f44576,2026-07-23T15:39:23Z
aud_a1c163f10d574f72,SELECT,transactions,,u_carol,compliance,172.17.129.109,8fce2a1c0bbe4d01,2025-09-20T19:30:03Z
aud_320b2de9e6c042ed,ERASURE,disputes,,u_eve,readonly,10.133.136.160,889b7c2f9509447a,2026-04-29T01:29:48Z
aud_813a48ecfbad41b8,SELECT,customers,cus_949717f0b55447ff,u_bob,data_engineer,172.21.151.67,f91ce8e7c271412f,2026-05-14T22:29:34Z
aud_3d02338a4b554b56,SELECT,payment_methods,,u_eve,readonly,192.168.32.152,d42a4ed68f2843cb,2026-07-25T12:14:31Z
aud_d359270120104db6,LOGIN,,,u_dave,admin,172.23.65.11,09ec284588824922,2026-05-27T18:02:04Z
aud_167ccd1fd5fe4baa,LOGIN,,,u_carol,compliance,10.249.4.223,22ec12f4950b426b,2026-05-21T22:01:13Z
aud_5c65e77c28674135,LOGIN,,,svc_scoring,service,172.27.94.34,7dd9d1c875c84860,2026-07-01T09:53:04Z
aud_db6f42a39e514f0c,UPDATE,merchants,,u_eve,readonly,10.136.244.156,daecc65720b842ce,2026-08-12T10:13:28Z
aud_aef486a603d74574,SELECT,customers,cus_82a08ac2fccb4877,u_dave,admin,10.53.82.26,02438078c924445e,2026-04-10T13:30:39Z
aud_725d0b27e1dc4357,INSERT,payment_methods,,u_carol,compliance,192.168.224.42,265ccf02611a4166,2026-04-23T13:43:19Z
aud_ebb8e6f21792442f,SELECT,customers,cus_8b92337c60f74528,u_bob,data_engineer,172.19.140.190,c6de78df3f894a16,2025-09-22T22:45:55Z
aud_eccf851b3a064d7a,LOGIN_FAILED,,,svc_scoring,service,10.52.40.12,07943beaaaac4157,2026-04-23T20:26:09Z
aud_646ec6d747aa4d07,LOGIN,,,svc_scoring,service,192.168.53.248,4ac8916f61ea4861,2026-08-13T10:45:39Z
aud_bb85312421f74f22,EXPORT,refunds,,u_bob,data_engineer,10.105.40.98,8a1d7126d4554e54,2025-10-26T18:25:26Z
aud_962d4099671c4e73,LOGIN,,,u_bob,data_engineer,172.25.89.18,8743e903d95646c9,2026-07-25T02:59:24Z
aud_e4766974074c4ddd,SELECT,transactions,,u_bob,data_engineer,192.168.255.45,34ecc988da7a47d1,2026-02-28T15:12:17Z
aud_3dff8a20b3544cf0,INSERT,disputes,,u_dave,admin,192.168.78.255,23f7d1dd69564bdc,2025-10-05T23:00:00Z
aud_ea1b25269c574a72,INSERT,transactions,,u_dave,admin,192.168.70.138,1946ab93329e4b09,2026-04-19T08:34:04Z
aud_b063f9d8ae3b43f2,SELECT,payment_methods,,u_dave,admin,10.224.210.210,1d19d81cac0d4fa9,2026-03-11T05:43:25Z
aud_93d64cd1d7024478,ERASURE,transactions,,u_dave,admin,172.16.53.247,b9e619a2a2544581,2026-03-05T08:07:21Z
aud_804d154ba9324e6f,DELETE,transactions,,u_bob,data_engineer,10.242.132.0,db73be2eca464d0a,2026-06-23T00:23:33Z
aud_0eb223b6a4af4756,INSERT,transactions,,u_bob,data_engineer,172.21.122.250,1f9faeabfb824f66,2026-06-01T22:42:07Z
aud_6002ccd32fd94940,INSERT,transactions,,u_eve,readonly,10.212.124.2,077aec61781a40fe,2025-12-18T10:22:19Z
aud_1dbb3bcd34d14169,SELECT,refunds,,svc_scoring,service,172.23.218.188,76f0c582703a4867,2026-07-05T16:20:54Z
aud_9bb5a34dcac443f2,LOGIN,,,u_alice,analyst,10.215.235.249,c57a1788d8434a0e,2026-01-03T06:05:34Z
aud_380144231fd24d7e,LOGIN_FAILED,,,u_alice,analyst,10.219.142.171,dac7d2bd4bb2410c,2026-02-19T22:23:57Z
aud_1368be5c67b24c28,SELECT,transactions,,u_eve,readonly,172.30.174.26,1d7d121ef66f4e92,2026-06-11T15:41:10Z
aud_ca88efe59d704050,INSERT,transactions,,svc_scoring,service,192.168.185.58,d1c8b962e49b4c2f,2026-04-15T23:53:05Z
aud_302ca852b3ed492b,SELECT,merchants,,u_bob,data_engineer,10.5.23.255,ce5f0eb7b7e24476,2026-04-14T03:35:42Z
aud_619b6363d2854464,SELECT,payment_methods,,u_eve,readonly,192.168.35.160,cb30fb26bc504a2c,2025-10-20T23:56:31Z
aud_55775c1ad4c64883,SELECT,transactions,,svc_scoring,service,10.205.165.46,aaf54ccd4b4e4bea,2026-02-19T17:17:55Z
aud_7ec8c1856a394303,SELECT,merchants,,u_eve,readonly,10.201.90.50,947de620df7d4f4e,2025-09-20T11:40:11Z
aud_943f1cc765ea479d,INSERT,customers,cus_d1622fdc9e5e4437,svc_scoring,service,10.77.73.151,f09e290f8bbe4ef4,2026-08-03T06:22:07Z
aud_0bc55174b2614f60,LOGIN_FAILED,,,u_eve,readonly,192.168.151.105,b1d53886f64d48b6,2026-07-09T08:41:50Z
aud_2fc09cf5ac134494,LOGIN,,,u_bob,data_engineer,172.25.189.3,89fc73049f054a0e,2026-01-14T12:19:46Z
aud_f891cec4927941b1,SELECT,refunds,,svc_scoring,service,192.168.176.53,f078d7bb15644f45,2025-10-31T08:41:50Z
aud_6e2aae6d4b964320,LOGIN,,,u_carol,compliance,10.75.49.120,3c8d9396d426487c,2026-07-13T12:41:09Z
aud_e622ddfdb3f8492a,SELECT,transactions,,u_carol,compliance,192.168.105.7,54e4223e3d12400b,2026-04-30T21:25:00Z
aud_8e4d60b07b344894,LOGIN,,,u_carol,compliance,192.168.226.96,20dcdd48375f4246,2025-12-29T06:47:18Z
aud_a63e56aa292540f3,LOGIN_FAILED,,,u_eve,readonly,192.168.207.27,02a82fae488447a1,2026-08-12T14:16:36Z
aud_9ca9f448de134793,LOGIN,,,u_alice,analyst,10.43.38.222,070367d5b5d441ec,2025-11-17T11:21:43Z
aud_fdae534ba4bd427d,LOGIN,,,u_dave,admin,10.199.173.59,4957ce2cf5914186,2025-09-15T01:36:02Z
aud_79b031d3bc314ca3,UPDATE,customers,cus_4317381102894f6c,u_alice,analyst,192.168.64.131,d907c848270641c2,2026-02-13T09:49:09Z
aud_9f10551342cc49fc,SELECT,transactions,,u_dave,admin,192.168.145.94,3d0a644c9d0d4990,2026-08-04T11:13:34Z
aud_0d4fc5cc0a8148d1,INSERT,transactions,,u_dave,admin,10.159.223.140,da64abebf03f4daf,2026-06-01T05:37:51Z
aud_c4789fbf53be4136,LOGIN,,,u_bob,data_engineer,192.168.81.239,062f8d662eeb43fb,2026-01-22T17:25:38Z
aud_e33da1700d884cdc,SELECT,transactions,,u_alice,analyst,10.132.115.10,d8024d22661645b5,2026-04-07T16:03:04Z
aud_91fd4a4f765e4e49,INSERT,transactions,,u_alice,analyst,10.155.158.76,a71149dd13fd4307,2026-01-06T11:45:48Z
aud_4747fd140c3d4ce3,INSERT,refunds,,u_eve,readonly,192.168.56.139,19455aacb7f54090,2026-01-17T12:04:52Z
aud_2e038b761e354068,INSERT,merchants,,u_alice,analyst,192.168.190.247,0e946029efc1481d,2026-08-15T19:16:48Z
aud_97b71b27cbc148b1,INSERT,refunds,,u_eve,readonly,172.27.87.216,4b4cdc4ec50b404c,2026-03-05T20:27:56Z
aud_04eb8d5ce32f4041,SELECT,transactions,,u_eve,readonly,10.63.223.52,9136b4ff04d3450e,2026-06-25T04:21:22Z
aud_287a7c558b5f4ea7,SELECT,transactions,,u_carol,compliance,172.16.42.181,f4a7b5b7e4154db7,2025-09-21T05:14:15Z
aud_369bbc65c8134cf6,SELECT,customers,cus_ed2299e5013b49cf,u_dave,admin,172.23.142.27,00164ab493414a50,2025-11-16T17:20:36Z
aud_3e67addcb1a740b3,UPDATE,customers,cus_f4c3509f935342d3,u_alice,analyst,192.168.119.185,2e2f4141a5ff4fe7,2026-06-23T15:29:29Z
aud_e27be20840464519,LOGIN,,,u_dave,admin,172.20.122.165,61b7e445d0834fcf,2026-02-21T13:18:11Z
aud_bd0d561c2c9b4f0a,SELECT,transactions,,u_eve,readonly,192.168.126.201,fc4efee7908f4c82,2025-09-22T05:53:12Z
aud_a64e5cf10fc3465e,LOGIN,,,svc_scoring,service,10.98.150.154,2f1e8f83f6c74461,2026-07-01T08:25:49Z
aud_eb6ba861df804cb7,UPDATE,merchants,,u_dave,admin,172.20.176.144,0d245d7dfd3949f6,2026-09-08T01:52:19Z
aud_7d6ea60a660c4906,EXPORT,disputes,,u_dave,admin,192.168.210.248,043381764f0b42c6,2026-04-22T06:35:32Z
aud_0e933f49d05f45b3,EXPORT,transactions,,u_eve,readonly,10.217.138.192,ba8829e4d2714ccc,2026-07-13T17:32:39Z
aud_126555901b7e4d46,SELECT,refunds,,u_carol,compliance,10.228.111.158,5d52424923c141e2,2026-06-03T16:30:47Z
aud_39d696d21e394696,SELECT,disputes,,svc_scoring,service,10.206.53.187,fa1efa09881c4078,2025-11-30T18:04:16Z
aud_7349ac1629d946a6,INSERT,transactions,,u_bob,data_engineer,192.168.202.32,2363f298833443f0,2025-11-05T05:01:01Z
aud_fcfda6e3d0684526,SELECT,refunds,,u_carol,compliance,172.29.140.172,74d1615b83ec4ff8,2025-12-02T09:01:31Z
aud_6146de95efe64c11,EXPORT,customers,cus_848881e0397b42a6,u_carol,compliance,172.31.170.82,e1de4e67f3914425,2026-04-14T05:19:09Z
aud_bbed9a3063514540,INSERT,transactions,,u_alice,analyst,192.168.83.96,ca1e5f072e264d43,2026-08-29T20:49:57Z
aud_2c14300020944b14,UPDATE,transactions,,u_bob,data_engineer,10.248.51.10,7f12bc52dbc44809,2025-11-17T03:19:17Z
aud_a55aaff83c4d44fa,SELECT,transactions,,u_alice,analyst,192.168.60.114,10bcbf5b921244db,2026-02-25T12:52:20Z
aud_ad07e43c16f04322,LOGIN,,,u_bob,data_engineer,192.168.242.91,7b4d7366dbd04054,2026-06-01T17:54:50Z
aud_8d4fb61b1a41436c,SELECT,customers,cus_949717f0b55447ff,u_carol,compliance,10.189.25.23,ab06721c411343e5,2026-01-26T15:47:32Z
aud_804cc4c8dc684548,SELECT,transactions,,u_dave,admin,10.209.54.159,10ba634ae3a246de,2025-10-13T13:20:43Z
aud_214431db896842eb,INSERT,transactions,,u_eve,readonly,10.148.69.55,ee4c31b0e3b24819,2026-05-02T19:29:47Z
aud_18c0f5ea733e498a,UPDATE,transactions,,u_alice,analyst,10.60.72.181,d6911ddbc7fb46c8,2026-04-27T11:21:04Z
aud_d8a5d3ca508944c1,SELECT,refunds,,u_carol,compliance,172.27.251.147,38bed39d96aa4095,2026-01-06T20:54:56Z
aud_46fa158316584f60,SELECT,merchants,,svc_scoring,service,172.16.229.49,4ebd90cdd4924f9d,2026-03-01T03:11:00Z
aud_8f835423db924208,SELECT,transactions,,u_carol,compliance,10.215.240.135,e2d56a47c9084c7b,2026-03-09T02:59:33Z
aud_a0e7f6f25e774225,UPDATE,merchants,,u_bob,data_engineer,10.156.62.115,8805b327b0f74690,2026-02-16T09:27:49Z
aud_92d60acd3fde4be3,INSERT,refunds,,u_dave,admin,172.31.164.50,371d615512ef4aa9,2026-09-01T04:05:36Z
aud_c3fcdbccd7314751,DELETE,customers,cus_96679e6042464bc9,u_dave,admin,10.178.130.29,7aee8a45d84242e0,2025-11-19T19:57:50Z
aud_5170d108b1bf4d22,SELECT,merchants,,u_bob,data_engineer,10.213.204.105,a69f745dd4ee46c0,2026-05-20T20:58:38Z
aud_0ec66e9772db435c,LOGIN_FAILED,,,u_alice,analyst,172.30.121.217,7222b5b21d984b35,2026-08-27T23:38:55Z
aud_dd3a3b8c6b2e430f,INSERT,transactions,,svc_scoring,service,172.31.53.16,cbc8bc8d1a884071,2026-05-16T16:20:36Z
aud_a8202c77c784477e,SELECT,refunds,,u_bob,data_engineer,192.168.67.255,23fcecbd2972404a,2026-02-24T17:56:03Z
aud_d778973b83074883,INSERT,transactions,,u_bob,data_engineer,10.235.255.211,6bc25ff65df64cdd,2026-08-02T22:17:22Z
aud_885e34e355d143b7,LOGIN,,,u_dave,admin,172.20.196.119,dd8aa27506ee452a,2026-06-08T09:43:47Z
aud_1eb6a8b217d745b2,SELECT,merchants,,svc_scoring,service,192.168.209.186,b0030c62ef6d4af0,2026-08-17T05:37:38Z
aud_fb09e8500e2d4acc,LOGIN_FAILED,,,u_bob,data_engineer,172.28.167.23,15ba855999624b0d,2026-04-12T03:40:55Z
aud_e4fb7574443e4b42,LOGIN_FAILED,,,u_bob,data_engineer,172.30.45.216,25b96368670c4c2b,2026-08-10T01:07:30Z
aud_9a210e1bfd6941ea,SELECT,payment_methods,,svc_scoring,service,192.168.45.83,67a9da686f334aed,2026-01-16T08:34:28Z
aud_491c3b65237a4f6e,SELECT,transactions,,u_dave,admin,10.158.33.85,c708c50736d54d61,2026-07-03T01:31:04Z
aud_e51f399f8a4441d0,EXPORT,transactions,,u_dave,admin,192.168.43.153,9965b1c959e04948,2026-07-16T18:52:39Z
aud_e0a42bbe7659409f,INSERT,payment_methods,,u_eve,readonly,10.27.18.89,1f7a1610d85342f8,2026-02-28T04:09:22Z
aud_6c84f7e53ae74ab7,UPDATE,disputes,,u_dave,admin,192.168.243.160,d0aef982f6694cf4,2026-03-09T20:05:48Z
aud_c6ed4550b1fe4ed7,UPDATE,customers,cus_34a0de96bb754594,u_dave,admin,192.168.61.149,0e217be9d8c4466f,2025-12-15T07:41:45Z
aud_0439d59c61a844b2,INSERT,merchants,,u_dave,admin,192.168.92.7,76592d1419e34087,2026-08-14T17:12:22Z
aud_f79d7884fa96454b,SELECT,transactions,,u_alice,analyst,10.105.95.69,185a920b69164299,2026-04-12T15:25:58Z
aud_a6c8bf1f53a34df8,SELECT,merchants,,u_bob,data_engineer,10.227.114.11,e9040bf758894c39,2025-11-23T18:23:22Z
aud_259dadea69f54218,INSERT,transactions,,u_bob,data_engineer,10.164.15.141,ce6cc748a1e440be,2025-11-15T12:29:41Z
aud_9eb77338f2e749b6,ERASURE,payment_methods,,u_alice,analyst,172.31.186.37,e21b95dca53e43e2,2026-05-28T19:58:58Z
aud_660ddd4816ed4309,SELECT,transactions,,u_carol,compliance,10.92.107.139,96ed783d04b34ca6,2026-03-07T09:27:24Z
aud_96b2c8aba879400e,UPDATE,customers,cus_9e911f1bdf7042a1,u_alice,analyst,172.26.39.255,222307d60d5646b6,2026-06-26T03:46:54Z
aud_f3c375422b614a3d,INSERT,merchants,,u_alice,analyst,172.19.171.43,c5c86c6b94ee4e6c,2025-11-21T08:16:56Z
aud_33b265cc42fe4a53,ERASURE,transactions,,u_alice,analyst,10.146.25.159,0d61f912be574de1,2026-04-23T05:23:15Z
aud_1c35dbbabeab468e,ERASURE,merchants,,u_dave,admin,10.45.227.203,d66b50c466da4935,2025-09-30T00:02:32Z
aud_8018bd4915e34c01,INSERT,merchants,,svc_scoring,service,10.208.134.137,637e813659e74ae8,2025-12-27T23:14:51Z
aud_4745b6b48d804be1,SELECT,payment_methods,,u_bob,data_engineer,192.168.166.140,fb6a3a04b8e44a72,2026-01-04T20:19:57Z
aud_7610663ec9ba4d7e,LOGIN,,,svc_scoring,service,10.29.243.242,ad91e707fbc04128,2025-11-15T04:17:26Z
aud_97f6ef48d54d4fd1,LOGIN_FAILED,,,u_bob,data_engineer,172.26.61.199,72ee32e4523b4e70,2025-09-29T08:41:39Z
aud_77cc03e8b39a448c,LOGIN,,,u_carol,compliance,10.165.255.223,b1c7f1ce4f9f44f8,2026-05-07T17:02:39Z
aud_8609b22f24d64b31,UPDATE,payment_methods,,u_eve,readonly,172.19.222.244,4a879c5da8194d05,2026-04-13T06:55:15Z
aud_4f2cabfda82244bb,ERASURE,customers,cus_207bacee96b349f6,u_dave,admin,10.121.21.93,c243b369287d4599,2025-12-21T01:50:28Z
aud_e322d76394e948e8,ERASURE,payment_methods,,svc_scoring,service,172.28.82.81,8f4247c9a13443b2,2026-01-08T11:19:26Z
aud_111c4a6e0fa24bbf,SELECT,payment_methods,,svc_scoring,service,10.162.252.254,e8f39bbd42cd42a3,2026-04-01T14:35:09Z
aud_3f3c7548cb604734,INSERT,payment_methods,,svc_scoring,service,172.18.24.59,aa2cbe7a76ed4af1,2026-01-02T19:30:33Z
aud_7b1a1602194d460f,INSERT,customers,cus_7871d08dfb07441b,u_carol,compliance,172.23.122.205,7e29c652ea2444ee,2026-07-26T08:38:53Z
aud_af3d65ec83f646f1,UPDATE,customers,cus_2ce0d7e28b2f4461,u_alice,analyst,10.51.249.10,aa4d90e1c4fa4e65,2026-09-08T09:31:09Z
aud_7b9e4333ee954250,SELECT,customers,cus_944f85f752e146e1,u_bob,data_engineer,10.64.74.227,0ffc7921140b40e6,2026-02-13T08:10:17Z
aud_19ba8f12370f4c8a,SELECT,merchants,,u_dave,admin,172.30.69.124,c879e37620874e9f,2026-05-27T17:37:12Z
aud_f3beba1e395547aa,SELECT,payment_methods,,u_bob,data_engineer,10.104.43.128,e8d63c18e31c47c5,2025-12-30T10:44:14Z
aud_cb911042992e42d4,LOGIN,,,u_dave,admin,10.86.28.199,2a51563e430e4729,2026-05-11T03:36:13Z
aud_8297e68d2b3f4c35,UPDATE,payment_methods,,u_alice,analyst,10.216.246.20,7bf8894aaaa249bd,2026-03-12T21:05:55Z
aud_27fd74cdf05c4d41,INSERT,customers,cus_2247830f057446d9,u_dave,admin,192.168.0.131,fbcb403482c74a74,2025-11-11T21:48:42Z
aud_4e6c4dddccfd4764,INSERT,customers,cus_34a0de96bb754594,svc_scoring,service,172.25.65.136,95c42e01337c4d56,2026-06-20T17:45:32Z
aud_cfb21579ba5747d6,LOGIN,,,u_bob,data_engineer,192.168.0.71,7668b788e2c2410f,2025-11-03T23:23:40Z
aud_3723845f74164f77,INSERT,transactions,,u_carol,compliance,10.246.225.30,d0c180a9a37a4bc7,2026-07-02T20:47:41Z
aud_1f6bb6c61f524e5c,LOGIN,,,u_alice,analyst,172.28.42.55,9b60c62c276649ca,2026-04-09T08:23:37Z
aud_fb2016d36c5e4c3d,UPDATE,transactions,,u_carol,compliance,172.22.206.225,a66957690a894a6d,2026-05-22T14:47:56Z
aud_cbd1da07e9fe4639,UPDATE,merchants,,u_bob,data_engineer,192.168.144.8,e7c119c74f32443f,2026-02-04T20:50:18Z
aud_ad2551dbdb544c77,UPDATE,refunds,,u_alice,analyst,10.35.206.140,63707caff43e4dbe,2026-05-30T09:24:18Z
aud_e5c902c1136b4281,LOGIN,,,u_carol,compliance,172.19.239.109,b2566a0a0df74b3b,2026-02-13T04:59:10Z
aud_7b950d508cb04480,UPDATE,transactions,,u_dave,admin,10.143.21.40,8306a54d89b24ae2,2026-03-11T00:38:03Z
aud_eb8946bcab274b8c,SELECT,payment_methods,,svc_scoring,service,172.26.47.139,87c160af90144df8,2025-11-18T21:36:28Z
aud_f88224198c37437a,LOGIN_FAILED,,,u_carol,compliance,192.168.133.209,008994ab025d4052,2025-11-22T00:03:26Z
aud_5a6cd43476bd47c6,SELECT,transactions,,u_eve,readonly,192.168.125.234,a8ff96cf68504d02,2025-12-21T05:53:25Z
aud_c88bbbc7530e48a5,EXPORT,transactions,,u_bob,data_engineer,192.168.174.234,2df363516645456f,2026-05-03T05:11:20Z
aud_f0bd24b5114346bc,SELECT,transactions,,u_dave,admin,10.168.43.140,6945e656b3bc49cb,2026-07-28T06:56:44Z
aud_1c853a3f27b84c7a,SELECT,payment_methods,,svc_scoring,service,10.68.119.179,e5eee2ef932248c8,2026-05-18T21:18:59Z
aud_22ec0e88db7c42d4,UPDATE,payment_methods,,u_bob,data_engineer,192.168.243.251,bd53600fa2474679,2026-08-09T12:42:04Z
aud_980ec82aa07e4db4,LOGIN,,,u_carol,compliance,10.88.217.182,13d803ec327a4dfb,2026-08-03T03:31:05Z
aud_fedc4c6e2b6e4a8b,LOGIN,,,u_bob,data_engineer,172.31.165.178,c42903566a414fff,2025-11-29T05:59:12Z
aud_9f3b393dd2814a1e,ERASURE,refunds,,svc_scoring,service,172.18.123.17,e6c3e58fb6a44904,2026-09-12T14:59:35Z
aud_d1751bd0b3504fb8,SELECT,transactions,,u_alice,analyst,192.168.227.238,50287fd84d3d4f9d,2025-10-15T14:28:25Z
aud_c47dfcf640e24c1e,UPDATE,transactions,,u_eve,readonly,192.168.192.180,843a90c88e104014,2026-04-09T16:46:42Z
aud_30ec4266c2154e1e,UPDATE,refunds,,u_carol,compliance,192.168.90.184,18da13eaf2744613,2025-11-22T18:37:05Z
aud_91b9f893e73c4ad2,SELECT,disputes,,u_carol,compliance,192.168.63.225,196f0ae99c2a4045,2025-11-20T10:18:30Z
aud_75037ad9bd534e16,EXPORT,transactions,,u_dave,admin,172.22.44.251,e466cfc0aa204631,2026-06-11T10:36:10Z
aud_676e283a4b444ff3,SELECT,payment_methods,,u_bob,data_engineer,172.16.162.13,f99cc03ab0f54151,2026-06-08T06:32:39Z
aud_6b79a16d099f4cf0,SELECT,refunds,,u_carol,compliance,172.27.115.69,747ca2ba297a4f2f,2026-09-14T13:59:54Z
aud_f109aa6d0738439c,SELECT,payment_methods,,svc_scoring,service,10.155.58.55,ff42500efb50464d,2026-02-05T01:58:10Z
