audit_sk,audit_id,date_sk,event_type,table_name,user_role,user_id_hash,is_sensitive
234,aud_f1bad3486dfb4ef9,20260227,ERASURE,merchants,analyst,3e1b0f9573876035,True
235,aud_7fa04b8a75a64dd0,20250917,SELECT,refunds,compliance,a49feec9e0731f91,False
236,aud_bc84cc0b64e14320,20260206,SELECT,merchants,analyst,3e1b0f9573876035,False
237,aud_4f817d46be864ed2,20251213,SELECT,payment_methods,readonly,b23db280d7028d3e,True
238,aud_0ae65a5ecc2048cb,20260821,EXPORT,transactions,analyst,3e1b0f9573876035,True
239,aud_c3259a0e773d47c6,20260817,LOGIN,,analyst,3e1b0f9573876035,False
240,aud_93b29a4f1e834bda,20260124,SELECT,transactions,compliance,a49feec9e0731f91,False
241,aud_ed1c2d04f1154565,20260518,SELECT,transactions,admin,82c306b6af28969b,False
242,aud_b6ae66f0f5324e8a,20251023,INSERT,transactions,admin,82c306b6af28969b,False
243,aud_d63d62d72ed44406,20260406,SELECT,refunds,compliance,a49feec9e0731f91,False
244,aud_c1525b9350f64c5a,20260324,SELECT,customers,service,67d443d2bd95a8cd,True
245,aud_75fb0563412740bb,20260913,INSERT,refunds,data_engineer,44b07498d2d4e5bc,False
246,aud_3a13542c01d54143,20260718,SELECT,refunds,data_engineer,44b07498d2d4e5bc,False
247,aud_0f43ba4cf0994818,20260222,UPDATE,transactions,admin,82c306b6af28969b,False
248,aud_2bebe3d7940447fd,20260809,DELETE,transactions,data_engineer,44b07498d2d4e5bc,False
249,aud_a6ecb3cf461c4c91,20260906,ERASURE,payment_methods,service,67d443d2bd95a8cd,True
250,aud_c800f9b556eb4ce6,20251011,SELECT,refunds,compliance,a49feec9e0731f91,False
251,aud_a4b73f5acec14941,20260616,SELECT,merchants,service,67d443d2bd95a8cd,False
252,aud_5f6cc631831d4b3c,20251025,LOGIN,,service,67d443d2bd95a8cd,False
253,aud_1f9346f61a22427f,20251102,SELECT,merchants,readonly,b23db280d7028d3e,False
254,aud_14315d041c2b4f74,20260523,INSERT,refunds,data_engineer,44b07498d2d4e5bc,False
255,aud_f1fb2568cf61463e,20251007,INSERT,payment_methods,analyst,3e1b0f9573876035,True
256,aud_66e968ddf6534c1b,20260404,DELETE,refunds,admin,82c306b6af28969b,False
257,aud_f0b84bf6bc6a4c6c,20260620,SELECT,customers,data_engineer,44b07498d2d4e5bc,True
258,aud_2d1decabcea242f6,20251117,INSERT,transactions,service,67d443d2bd95a8cd,False
259,aud_cb9d927f0acd4be5,20260531,SELECT,payment_methods,admin,82c306b6af28969b,True
260,aud_72b325cf2b3e46ba,20260128,SELECT,transactions,admin,82c306b6af28969b,False
261,aud_e11d6cae6362462d,20260202,INSERT,transactions,admin,82c306b6af28969b,False
262,aud_85740b8ece4c4107,20251113,INSERT,customers,service,67d443d2bd95a8cd,True
263,aud_c8a2910069164a27,20260512,EXPORT,transactions,service,67d443d2bd95a8cd,True
264,aud_55eb5ef3c1bf42f9,20260601,INSERT,merchants,analyst,3e1b0f9573876035,False
265,aud_cc7fb0d3333a4113,20260417,INSERT,refunds,readonly,b23db280d7028d3e,False
266,aud_f154e9f5e8c24b65,20260416,UPDATE,transactions,data_engineer,44b07498d2d4e5bc,False
267,aud_a7bb9f7daa944077,20260523,UPDATE,disputes,data_engineer,44b07498d2d4e5bc,False
268,aud_b7fcb47b103a4f21,20251130,SELECT,customers,admin,82c306b6af28969b,True
269,aud_daaab3c9f05542b8,20260624,LOGIN,,admin,82c306b6af28969b,False
270,aud_8cec18bf4b84450f,20251125,EXPORT,payment_methods,data_engineer,44b07498d2d4e5bc,True
271,aud_dc2ce36afbae4532,20260426,SELECT,transactions,analyst,3e1b0f9573876035,False
272,aud_94b42badc52b4659,20260221,EXPORT,transactions,service,67d443d2bd95a8cd,True
273,aud_e5c623df241147d9,20260722,EXPORT,payment_methods,data_engineer,44b07498d2d4e5bc,True
274,aud_8189039b5f5a47fb,20260110,UPDATE,customers,compliance,a49feec9e0731f91,True
275,aud_402d5734c4e84038,20260828,INSERT,transactions,data_engineer,44b07498d2d4e5bc,False
276,aud_b0ed9a9bd7f34e51,20251218,SELECT,transactions,data_engineer,44b07498d2d4e5bc,False
277,aud_b15a4f30cf534257,20260412,LOGIN,,service,67d443d2bd95a8cd,False
278,aud_199aa62e576d4df4,20251227,SELECT,refunds,data_engineer,44b07498d2d4e5bc,False
279,aud_9686829c263a457c,20260313,SELECT,payment_methods,admin,82c306b6af28969b,True
280,aud_d842c6885d31436f,20260725,DELETE,customers,readonly,b23db280d7028d3e,True
281,aud_0c03385db87f402b,20260424,SELECT,refunds,admin,82c306b6af28969b,False
282,aud_b39a7c4fbc6b4787,20260726,SELECT,transactions,compliance,a49feec9e0731f91,False
283,aud_d4dfcbec95c8437f,20251123,INSERT,payment_methods,admin,82c306b6af28969b,True
284,aud_4c5a9d373a464356,20260428,INSERT,merchants,admin,82c306b6af28969b,False
285,aud_4d93093c02af4cb7,20251011,SELECT,customers,admin,82c306b6af28969b,True
286,aud_b28cfaffd1994935,20260830,SELECT,transactions,data_engineer,44b07498d2d4e5bc,False
287,aud_da8339790fbd4a9e,20260620,INSERT,customers,service,67d443d2bd95a8cd,True
288,aud_ac2646c583374fb3,20260729,SELECT,payment_methods,analyst,3e1b0f9573876035,True
289,aud_2cf64d6c8eb14331,20260905,SELECT,disputes,compliance,a49feec9e0731f91,False
290,aud_e6d5de68220e4bf7,20260727,SELECT,transactions,service,67d443d2bd95a8cd,False
291,aud_ec1178878cb04714,20251022,LOGIN,,readonly,b23db280d7028d3e,False
292,aud_46800d96dd43445e,20260215,LOGIN,,data_engineer,44b07498d2d4e5bc,False
293,aud_e63047d4cc22430f,20260815,LOGIN,,readonly,b23db280d7028d3e,False
294,aud_f8fd8e542db4400a,20260823,INSERT,transactions,analyst,3e1b0f9573876035,False
